Municipiul Chisinau
Municipiul Chisinau, Bacioi
Municipiul Chisinau, Bic
Municipiul Chisinau, Braila
Municipiul Chisinau, Bubuieci
Municipiul Chisinau, Budesti
Municipiul Chisinau, Buneti
Municipiul Chisinau, Ceroborta
Municipiul Chisinau, Cheltuitori
Municipiul Chisinau, Chisinau
Municipiul Chisinau, Ciorescu
Municipiul Chisinau, Codru
Municipiul Chisinau, Colonita
Municipiul Chisinau, Condrita
Municipiul Chisinau, Cricova
Municipiul Chisinau, Cruzesti
Municipiul Chisinau, Dobrogea
Municipiul Chisinau, Dumbrava
Municipiul Chisinau, Durlesti
Municipiul Chisinau, Fauresti
Municipiul Chisinau, Frumusica
Municipiul Chisinau, Ghidighici
Municipiul Chisinau, Goian
Municipiul Chisinau, Goianul Nou
Municipiul Chisinau, Gratiesti
Municipiul Chisinau, Hulboaca
Municipiul Chisinau, Humulesti
Municipiul Chisinau, Revaca
Municipiul Chisinau, Stauceni
Municipiul Chisinau, Straisteni
Municipiul Chisinau, Singera
Municipiul Chisinau, Tohatin
Municipiul Chisinau, Truseni
Municipiul Chisinau, Vadul lui Voda
Municipiul Chisinau, Vatra
Municipiul Chisinau, Vaduleni

Municipiul Balti
Municipiul Balti, Balti
Municipiul Balti, Elizaveta
Municipiul Balti, Sadovoe

Municipiul Tighina (Bender), Bender
Municipiul Tighina (Bender), Proteagailovca

Unitatea Teritoriala Autonoma Gagauzia
Unitatea Teritoriala Autonoma Gagauzia, Avdarma 
Unitatea Teritoriala Autonoma Gagauzia, Baurci  
Unitatea Teritoriala Autonoma Gagauzia, Besalma 
Unitatea Teritoriala Autonoma Gagauzia, Besghioz  
Unitatea Teritoriala Autonoma Gagauzia, Bugeac  
Unitatea Teritoriala Autonoma Gagauzia, Carbalia  
Unitatea Teritoriala Autonoma Gagauzia, Cazaclia  
Unitatea Teritoriala Autonoma Gagauzia, Ceadir-Lunga  
Unitatea Teritoriala Autonoma Gagauzia, Chioselia Rusa  
Unitatea Teritoriala Autonoma Gagauzia, Chiriet-Lunga 
Unitatea Teritoriala Autonoma Gagauzia, Chirsova  
Unitatea Teritoriala Autonoma Gagauzia, Chismichioi 
Unitatea Teritoriala Autonoma Gagauzia, Cioc-Maidan 
Unitatea Teritoriala Autonoma Gagauzia, Comrat  
Unitatea Teritoriala Autonoma Gagauzia, Congaz  
Unitatea Teritoriala Autonoma Gagauzia, Congazcicul de Jos  
Unitatea Teritoriala Autonoma Gagauzia, Congazcicul de Sus  
Unitatea Teritoriala Autonoma Gagauzia, Copceac 
Unitatea Teritoriala Autonoma Gagauzia, Cotovscoe 
Unitatea Teritoriala Autonoma Gagauzia, Dezghingea  
Unitatea Teritoriala Autonoma Gagauzia, Dudulesti 
Unitatea Teritoriala Autonoma Gagauzia, Etulia  
Unitatea Teritoriala Autonoma Gagauzia, Etulia Noua 
Unitatea Teritoriala Autonoma Gagauzia, Etulia (statie c.f.)  
Unitatea Teritoriala Autonoma Gagauzia, Ferapontievca 
Unitatea Teritoriala Autonoma Gagauzia, Gaidar  
Unitatea Teritoriala Autonoma Gagauzia, Joltai  
Unitatea Teritoriala Autonoma Gagauzia, Svetlii 
Unitatea Teritoriala Autonoma Gagauzia, Tomai 
Unitatea Teritoriala Autonoma Gagauzia, Vulcanesti  
Unitatea Teritoriala Autonoma Gagauzia, Vulcanesti (statie c.f.)  

Raionul Anenii Noi
Raionul Anenii Noi, Botnaresti
Raionul Anenii Noi, Bulboaca
Raionul Anenii Noi, Calfa
Raionul Anenii Noi, Chetrosu
Raionul Anenii Noi, Chirca
Raionul Anenii Noi, Ciobanovca
Raionul Anenii Noi, Cobusca Noua
Raionul Anenii Noi, Cobusca Veche
Raionul Anenii Noi, Delacau
Raionul Anenii Noi, Floreni
Raionul Anenii Noi, Geamana
Raionul Anenii Noi, Gura Bicului
Raionul Anenii Noi, Hirbovat
Raionul Anenii Noi, Maximovca
Raionul Anenii Noi, Mereni
Raionul Anenii Noi, Merenii Noi
Raionul Anenii Noi, Ochiul Ros
Raionul Anenii Noi, Puhaceni
Raionul Anenii Noi, Roscani
Raionul Anenii Noi, Speia
Raionul Anenii Noi, Serpeni
Raionul Anenii Noi, Telita
Raionul Anenii Noi, Tintareni
Raionul Anenii Noi, Varnita
Raionul Anenii Noi, Zolotievca

Raionul Basarabeasca
Raionul Basarabeasca, Abaclia 
Raionul Basarabeasca, Basarabeasca  
Raionul Basarabeasca, Bascalia  
Raionul Basarabeasca, Bogdanovca  
Raionul Basarabeasca, Carabetovca 
Raionul Basarabeasca, Carabiber 
Raionul Basarabeasca, Iordanovca  
Raionul Basarabeasca, Iserlia 
Raionul Basarabeasca, Ivanovca  
Raionul Basarabeasca, Sadaclia  

Raionul Briceni
Raionul Briceni, Balasinesti 
Raionul Briceni, Balcauti  
Raionul Briceni, Beleavinti  
Raionul Briceni, Berlinti  
Raionul Briceni, Bezeda  
Raionul Briceni, Bocicauti 
Raionul Briceni, Bogdanesti  
Raionul Briceni, Briceni 
Raionul Briceni, Bulboaca  
Raionul Briceni, Caracusenii Vechi 
Raionul Briceni, Caracusenii Noi 
Raionul Briceni, Chirilovca  
Raionul Briceni, Colicauti 
Raionul Briceni, Corjeuti  
Raionul Briceni, Coteala 
Raionul Briceni, Cotiujeni 
Raionul Briceni, Criva 
Raionul Briceni, Drepcauti 
Raionul Briceni, Grimesti  
Raionul Briceni, Grimancauti 
Raionul Briceni, Groznita  
Raionul Briceni, Halahora de Jos 
Raionul Briceni, Halahora de Sus 
Raionul Briceni, Hlina 
Raionul Briceni, Larga 
Raionul Briceni, Lipcani 
Raionul Briceni, Marcauti  
Raionul Briceni, Marcautii Noi 
Raionul Briceni, Medveja 
Raionul Briceni, Mihaileni 
Raionul Briceni, Pavlovca  
Raionul Briceni, Pererita  
Raionul Briceni, Slobozia-Medveja  
Raionul Briceni, Slobozia-Sirauti  
Raionul Briceni, Sirauti 
Raionul Briceni, Tabani  
Raionul Briceni, Tetcani 
Raionul Briceni, Trebisauti  
Raionul Briceni, Trestieni 

Raionul Cahul
Raionul Cahul, Alexandru Ioan Cuza 
Raionul Cahul, Alexanderfeld 
Raionul Cahul, Andrusul de Jos 
Raionul Cahul, Andrusul de Sus 
Raionul Cahul, Badicul Moldovenesc 
Raionul Cahul, Baurci-Moldoveni  
Raionul Cahul, Borceag 
Raionul Cahul, Bucuria 
Raionul Cahul, Burlacu 
Raionul Cahul, Burlaceni 
Raionul Cahul, Brinza  
Raionul Cahul, Cahul 
Raionul Cahul, Chioselia Mare  
Raionul Cahul, Chircani  
Raionul Cahul, Cislita-Prut  
Raionul Cahul, Colibasi  
Raionul Cahul, Cotihana  
Raionul Cahul, Crihana Veche 
Raionul Cahul, Cucoara 
Raionul Cahul, Doina 
Raionul Cahul, Frumusica 
Raionul Cahul, Gavanoasa 
Raionul Cahul, Giurgiulesti  
Raionul Cahul, Greceni 
Raionul Cahul, Huluboaia 
Raionul Cahul, Hutulu  
Raionul Cahul, Iasnaia Poleana 
Raionul Cahul, Iujnoe  
Raionul Cahul, Larga Noua  
Raionul Cahul, Larga Veche 
Raionul Cahul, Lebedenco 
Raionul Cahul, Lopatica  
Raionul Cahul, Lucesti 
Raionul Cahul, Manta 
Raionul Cahul, Moscovei  
Raionul Cahul, Nicolaevca  
Raionul Cahul, Paicu 
Raionul Cahul, Pascani 
Raionul Cahul, Pelinei 
Raionul Cahul, Rosu  
Raionul Cahul, Rumeantev 
Raionul Cahul, Satuc 
Raionul Cahul, Slobozia Mare 
Raionul Cahul, Spicoasa  
Raionul Cahul, Taraclia de Salcie  
Raionul Cahul, Tartaul de Salcie 
Raionul Cahul, Tataresti 
Raionul Cahul, Tretesti  
Raionul Cahul, Trifestii Noi 
Raionul Cahul, Tudoresti 
Raionul Cahul, Ursoaia 
Raionul Cahul, Vadul lui Isac  
Raionul Cahul, Valeni  
Raionul Cahul, Vladimirovca  
Raionul Cahul, Zirnesti  

Raionul Calarasi
Raionul Calarasi, Bahmut  
Raionul Calarasi, Bahmut (statie c.f.)  
Raionul Calarasi, Bahu  
Raionul Calarasi, Bravicea  
Raionul Calarasi, Buda  
Raionul Calarasi, Bularda 
Raionul Calarasi, Cabaiesti 
Raionul Calarasi, Calarasi, Moldova 
Raionul Calarasi, Dereneu 
Raionul Calarasi, Duma  
Raionul Calarasi, Frumoasa  
Raionul Calarasi, Hirova  
Raionul Calarasi, Hirbovat  
Raionul Calarasi, Hirjauca  
Raionul Calarasi, Hoginesti 
Raionul Calarasi, Horodiste 
Raionul Calarasi, Leordoaia 
Raionul Calarasi, Meleseni  
Raionul Calarasi, Mindra  
Raionul Calarasi, Niscani 
Raionul Calarasi, Novaci  
Raionul Calarasi, Oniscani  
Raionul Calarasi, Oricova 
Raionul Calarasi, Palanca 
Raionul Calarasi, Parcani 
Raionul Calarasi, Paulesti  
Raionul Calarasi, Peticeni  
Raionul Calarasi, Pitusca 
Raionul Calarasi, Pirjolteni  
Raionul Calarasi, Podul Lung  
Raionul Calarasi, Raciula 
Raionul Calarasi, Radeni  
Raionul Calarasi, Sadova  
Raionul Calarasi, Saseni  
Raionul Calarasi, Selistea Noua 
Raionul Calarasi, Sipoteni  
Raionul Calarasi, Sverida 
Raionul Calarasi, Temeleuti 
Raionul Calarasi, Tuzara  
Raionul Calarasi, Tibirica  
Raionul Calarasi, Ursari  
Raionul Calarasi, Valcinet  
Raionul Calarasi, Varzarestii Noi 

Raionul Cantemir
Raionul Cantemir, Acui  
Raionul Cantemir, Alexandrovca  
Raionul Cantemir, Antonesti 
Raionul Cantemir, Baimaclia 
Raionul Cantemir, Bobocica  
Raionul Cantemir, Cania 
Raionul Cantemir, Cantemir  
Raionul Cantemir, Capaclia  
Raionul Cantemir, Chioselia 
Raionul Cantemir, Ciobalaccia 
Raionul Cantemir, Ciietu  
Raionul Cantemir, Cirpesti  
Raionul Cantemir, Cisla 
Raionul Cantemir, Craciun 
Raionul Cantemir, Cociulia  
Raionul Cantemir, Constantinesti  
Raionul Cantemir, Costangalia 
Raionul Cantemir, Dimitrova 
Raionul Cantemir, Enichioi  
Raionul Cantemir, Flocoasa  
Raionul Cantemir, Floricica 
Raionul Cantemir, Ghioltosu 
Raionul Cantemir, Gotesti 
Raionul Cantemir, Haragis 
Raionul Cantemir, Hanaseni  
Raionul Cantemir, Hirtop  
Raionul Cantemir, Iepureni  
Raionul Cantemir, Larguta 
Raionul Cantemir, Leca  
Raionul Cantemir, Lingura 
Raionul Cantemir, [[, |]] 
Raionul Cantemir, Pleseni 
Raionul Cantemir, Plopi 
Raionul Cantemir, Popovca 
Raionul Cantemir, Porumbesti  
Raionul Cantemir, Sadic 
Raionul Cantemir, Stoianovca  
Raionul Cantemir, Suhat 
Raionul Cantemir, Samalia 
Raionul Cantemir, Sofranovca  
Raionul Cantemir, Taraclia (Plopi)  
Raionul Cantemir, Taraclia (Sadic)  
Raionul Cantemir, Tartaul 
Raionul Cantemir, Tataraseni  
Raionul Cantemir, Toceni  
Raionul Cantemir, Tarancuta 
Raionul Cantemir, Tiganca 
Raionul Cantemir, Tiganca Noua  
Raionul Cantemir, Tolica  
Raionul Cantemir, Victorovca  
Raionul Cantemir, Visniovca 
Raionul Cantemir, Vilcele 

Raionul Causeni
Raionul Causeni, Baccealia 
Raionul Causeni, Baimaclia 
Raionul Causeni, Baurci  
Raionul Causeni, Cainari 
Raionul Causeni, Cainari (statie c.f.) 
Raionul Causeni, Causeni 
Raionul Causeni, Chircaiesti 
Raionul Causeni, Chircaiestii Noi  
Raionul Causeni, Chitcani  
Raionul Causeni, Ciuflesti 
Raionul Causeni, Cirnateni 
Raionul Causeni, Cirnatenii Noi  
Raionul Causeni, Constantinovca  
Raionul Causeni, Copanca 
Raionul Causeni, Coscalia  
Raionul Causeni, Cremenciug  
Raionul Causeni, Firladeni 
Raionul Causeni, Firladenii Noi  
Raionul Causeni, Florica 
Raionul Causeni, Gisca 
Raionul Causeni, Gradinita 
Raionul Causeni, Grigorievca 
Raionul Causeni, Hagimus 
Raionul Causeni, Leuntea 
Raionul Causeni, Marianca de Sus 
Raionul Causeni, Merenesti 
Raionul Causeni, Opaci 
Raionul Causeni, Pervomaisc  
Raionul Causeni, Plop  
Raionul Causeni, Plop-Stiubei  
Raionul Causeni, Saiti 
Raionul Causeni, Salcuta 
Raionul Causeni, Salcuta Noua  
Raionul Causeni, Surchiceni  
Raionul Causeni, Stefanesti  
Raionul Causeni, Taraclia  
Raionul Causeni, Tanatari  
Raionul Causeni, Tanatarii Noi 
Raionul Causeni, Tocuz 
Raionul Causeni, Tricolici 
Raionul Causeni, Ucrainca  
Raionul Causeni, Ursoaia 
Raionul Causeni, Ursoaia Noua  
Raionul Causeni, Valea Verde 
Raionul Causeni, Zahorna 
Raionul Causeni, Zaim  
Raionul Causeni, Zaim (statie c.f.)  
Raionul Causeni, Zviozdocica 

Raionul Cimislia
Raionul Cimislia, Albina  
Raionul Cimislia, Artimonovca 
Raionul Cimislia, Batir 
Raionul Cimislia, Bogdanovca Noua 
Raionul Cimislia, Bogdanovca Veche  
Raionul Cimislia, Cenac 
Raionul Cimislia, Cimislia  
Raionul Cimislia, Ciucur-Mingir 
Raionul Cimislia, Codreni 
Raionul Cimislia, Costangalia 
Raionul Cimislia, Dimitrovca  
Raionul Cimislia, Ecaterinovca  
Raionul Cimislia, Fetita  
Raionul Cimislia, Gradiste  
Raionul Cimislia, Gura Galbenei 
Raionul Cimislia, Hirtop  
Raionul Cimislia, Ialpug  
Raionul Cimislia, Ialpujeni 
Raionul Cimislia, Iurievca  
Raionul Cimislia, Ivanovca Noua 
Raionul Cimislia, Javgur  
Raionul Cimislia, Lipoveni  
Raionul Cimislia, Marienfeld  
Raionul Cimislia, Maximeni  
Raionul Cimislia, Mereni  
Raionul Cimislia, Mihailovca  
Raionul Cimislia, Munteni 
Raionul Cimislia, Porumbrei 
Raionul Cimislia, Prisaca 
Raionul Cimislia, Sagaidac  
Raionul Cimislia, Sagaidacul Nou  
Raionul Cimislia, Satul Nou 
Raionul Cimislia, Schinosica  
Raionul Cimislia, Selemet 
Raionul Cimislia, Suric 
Raionul Cimislia, Topala  
Raionul Cimislia, Troitcoe  
Raionul Cimislia, Valea Perjei  
Raionul Cimislia, Zloti 

Raionul Criuleni
Raionul Criuleni, Balabanesti 
Raionul Criuleni, Balasesti 
Raionul Criuleni, Baltata 
Raionul Criuleni, Baltata de Sus  
Raionul Criuleni, Boscana 
Raionul Criuleni, Chetroasa 
Raionul Criuleni, Cimiseni  
Raionul Criuleni, Ciopleni  
Raionul Criuleni, Corjova 
Raionul Criuleni, Cosernita 
Raionul Criuleni, Criuleni  
Raionul Criuleni, Cruglic 
Raionul Criuleni, Dolinnoe  
Raionul Criuleni, Drasliceni  
Raionul Criuleni, Dubasarii Vechi 
Raionul Criuleni, Hirtopul Mare 
Raionul Criuleni, Hirtopul Mic  
Raionul Criuleni, Hrusova 
Raionul Criuleni, Isnovat 
Raionul Criuleni, Izbiste 
Raionul Criuleni, Jevreni 
Raionul Criuleni, Loganesti 
Raionul Criuleni, Mascauti  
Raionul Criuleni, Mardareuca  
Raionul Criuleni, Magdacesti  
Raionul Criuleni, Malaiesti 
Raionul Criuleni, Malaiestii Noi  
Raionul Criuleni, Miclesti  
Raionul Criuleni, Ohrincea  
Raionul Criuleni, Onitcani  
Raionul Criuleni, Pascani 
Raionul Criuleni, Porumbeni 
Raionul Criuleni, Ratus 
Raionul Criuleni, Raculesti 
Raionul Criuleni, Riscova 
Raionul Criuleni, Sagaidac  
Raionul Criuleni, Sagaidacul de Sus 
Raionul Criuleni, Slobozia-Dusca  
Raionul Criuleni, Stetcani  
Raionul Criuleni, Valea Colonitei 
Raionul Criuleni, Valea Satului 
Raionul Criuleni, Zaicana 
Raionul Criuleni, Zolonceni 

Raionul Donduseni
Raionul Donduseni, Arionesti 
Raionul Donduseni, Baraboi 
Raionul Donduseni, Boroseni  
Raionul Donduseni, Braicau 
Raionul Donduseni, Briceni 
Raionul Donduseni, Briceva 
Raionul Donduseni, Caraiman  
Raionul Donduseni, Cernoleuca  
Raionul Donduseni, Climauti  
Raionul Donduseni, Codrenii Noi  
Raionul Donduseni, Corbu 
Raionul Donduseni, Criscauti 
Raionul Donduseni, Donduseni 
Raionul Donduseni, Elenovca  
Raionul Donduseni, Elizavetovca  
Raionul Donduseni, Frasin  
Raionul Donduseni, Horodiste 
Raionul Donduseni, Mosana  
Raionul Donduseni, Octeabriscoe  
Raionul Donduseni, Pivniceni 
Raionul Donduseni, Plop  
Raionul Donduseni, Pocrovca  
Raionul Donduseni, Rediul Mare 
Raionul Donduseni, Scaieni 
Raionul Donduseni, Sudarca 
Raionul Donduseni, Teleseuca 
Raionul Donduseni, Teleseuca Noua  
Raionul Donduseni, Tirnova 
Raionul Donduseni, Taul  

Raionul Drochia
Raionul Drochia, Antoneuca 
Raionul Drochia, Baroncea  
Raionul Drochia, Baroncea Noua 
Raionul Drochia, Ceapaevca 
Raionul Drochia, Chetrosu  
Raionul Drochia, Cotova  
Raionul Drochia, Dominteni 
Raionul Drochia, Drochia 
Raionul Drochia, Drochia 
Raionul Drochia, Fintinita 
Raionul Drochia, Ghizdita  
Raionul Drochia, Gribova 
Raionul Drochia, Hasnasenii Mari 
Raionul Drochia, Hasnasenii Noi  
Raionul Drochia, Holosnita Noua  
Raionul Drochia, Iliciovca 
Raionul Drochia, Lazo  
Raionul Drochia, Maramonovca 
Raionul Drochia, Macareuca 
Raionul Drochia, Miciurin  
Raionul Drochia, Mindic  
Raionul Drochia, Moara de Piatra 
Raionul Drochia, Nicoreni  
Raionul Drochia, Ochiul Alb  
Raionul Drochia, Palanca 
Raionul Drochia, Pelinia 
Raionul Drochia, Pelinia (statie c.f.) 
Raionul Drochia, Pervomaiscoe  
Raionul Drochia, Petreni 
Raionul Drochia, Popestii de Jos 
Raionul Drochia, Popestii de Sus 
Raionul Drochia, Popestii Noi  
Raionul Drochia, Sergheuca 
Raionul Drochia, Sofia 
Raionul Drochia, Salvirii Noi  
Raionul Drochia, Salvirii Vechi  
Raionul Drochia, Suri  
Raionul Drochia, Surii Noi 
Raionul Drochia, Tarigrad  
Raionul Drochia, Zgurita 

Raionul Dubasari
Raionul Dubasari, Cocieri 
Raionul Dubasari, Corjova 
Raionul Dubasari, Cosnita 
Raionul Dubasari, Dorotcaia 
Raionul Dubasari, Holercani 
Raionul Dubasari, Mahala  
Raionul Dubasari, Marcauti  
Raionul Dubasari, Molovata  
Raionul Dubasari, Molovata Noua 
Raionul Dubasari, Oxentea 
Raionul Dubasari, Pirita  
Raionul Dubasari, Pohrebea  
Raionul Dubasari, Roghi 
Raionul Dubasari, Ustia 
Raionul Dubasari, Vasilievca  

Raionul Edinet
Raionul Edinet, Alexandreni 
Raionul Edinet, Alexeevca 
Raionul Edinet, Badragii Noi  
Raionul Edinet, Badragii Vechi  
Raionul Edinet, Blesteni  
Raionul Edinet, Bratuseni 
Raionul Edinet, Bratusenii Noi  
Raionul Edinet, Brinzeni  
Raionul Edinet, Burlanesti  
Raionul Edinet, Buzdugeni 
Raionul Edinet, Cepeleuti 
Raionul Edinet, Chetrosica Noua 
Raionul Edinet, Chetrosica Veche  
Raionul Edinet, Chiurt  
Raionul Edinet, Cliscauti 
Raionul Edinet, Constantinovca  
Raionul Edinet, Corpaci 
Raionul Edinet, Cuconestii Noi  
Raionul Edinet, Cuconestii Vechi  
Raionul Edinet, Cupcini 
Raionul Edinet, Edinet  
Raionul Edinet, Fetesti 
Raionul Edinet, Fintina Alba  
Raionul Edinet, Gaspar  
Raionul Edinet, Goleni  
Raionul Edinet, Gordinesti  
Raionul Edinet, Gordinestii Noi 
Raionul Edinet, Hancauti  
Raionul Edinet, Hincauti  
Raionul Edinet, Hlinaia 
Raionul Edinet, Hlinaia Mica  
Raionul Edinet, Iachimeni 
Raionul Edinet, Lopatnic  
Raionul Edinet, Onesti  
Raionul Edinet, Parcova 
Raionul Edinet, Poiana  
Raionul Edinet, Ringaci 
Raionul Edinet, Rotunda 
Raionul Edinet, Ruseni  
Raionul Edinet, Slobodca  
Raionul Edinet, Stolniceni  
Raionul Edinet, Sofrincani  
Raionul Edinet, Terebna 
Raionul Edinet, Tirnova 
Raionul Edinet, Trinca  
Raionul Edinet, Vancicauti  
Raionul Edinet, Viisoara  
Raionul Edinet, Volodeni  
Raionul Edinet, Zabriceni 

Raionul Falesti
Raionul Falesti, Albinetul Nou 
Raionul Falesti, Albinetul Vechi 
Raionul Falesti, Beleuti 
Raionul Falesti, Bocani  
Raionul Falesti, Bocsa 
Raionul Falesti, Burghelea 
Raionul Falesti, Catranic  
Raionul Falesti, Calinesti 
Raionul Falesti, Calugar 
Raionul Falesti, Chetris 
Raionul Falesti, Chetrisul Nou 
Raionul Falesti, Ciolacu Nou 
Raionul Falesti, Ciolacu Vechi 
Raionul Falesti, Ciuluc  
Raionul Falesti, Comarovca 
Raionul Falesti, Cuzmenii Vechi  
Raionul Falesti, Doltu 
Raionul Falesti, Drujineni 
Raionul Falesti, Egorovca  
Raionul Falesti, Falesti 
Raionul Falesti, Fagadau 
Raionul Falesti, Falestii Noi  
Raionul Falesti, Frumusica 
Raionul Falesti, Glinjeni  
Raionul Falesti, Hiliuti 
Raionul Falesti, Hitresti  
Raionul Falesti, Hincesti  
Raionul Falesti, Hirtop  
Raionul Falesti, Horesti 
Raionul Falesti, Hrubna Noua 
Raionul Falesti, Ilenuta 
Raionul Falesti, Iscalau 
Raionul Falesti, Ivanovca  
Raionul Falesti, Izvoare 
Raionul Falesti, Logofteni 
Raionul Falesti, Lucaceni  
Raionul Falesti, Magura  
Raionul Falesti, Magura Noua 
Raionul Falesti, Magureanca  
Raionul Falesti, Marandeni 
Raionul Falesti, Moldoveanca 
Raionul Falesti, Musteata  
Raionul Falesti, Natalievca  
Raionul Falesti, Navirnet  
Raionul Falesti, Nicolaevca  
Raionul Falesti, Obreja Noua 
Raionul Falesti, Obreja Veche  
Raionul Falesti, Pervomaisc  
Raionul Falesti, Pietrosu  
Raionul Falesti, Pietrosul Nou 
Raionul Falesti, Pinzareni 
Raionul Falesti, Pinzarenii Noi  
Raionul Falesti, Pirlita 
Raionul Falesti, Pocrovca  
Raionul Falesti, Pompa 
Raionul Falesti, Popovca 
Raionul Falesti, Pruteni 
Raionul Falesti, Rautel  
Raionul Falesti, Rautelul Nou  
Raionul Falesti, Rediul de Jos 
Raionul Falesti, Rediul de Sus 
Raionul Falesti, Risipeni  
Raionul Falesti, Sarata Noua 
Raionul Falesti, Sarata Veche  
Raionul Falesti, Scumpia 
Raionul Falesti, Socii Noi 
Raionul Falesti, Socii Vechi 
Raionul Falesti, Suvorovca 
Raionul Falesti, Soltoaia
Raionul Falesti, Taxobeni
Raionul Falesti, Tapoc
Raionul Falesti, Unteni
Raionul Falesti, Valea Rusului
Raionul Falesti, Vranesti

Raionul Floresti
Raionul Floresti, Alexandrovca  
Raionul Floresti, Alexeevca 
Raionul Floresti, Antonovca 
Raionul Floresti, Bahrinesti  
Raionul Floresti, Bezeni  
Raionul Floresti, Bobulesti 
Raionul Floresti, Bursuc  
Raionul Floresti, Casunca 
Raionul Floresti, Capresti  
Raionul Floresti, Cenusa  
Raionul Floresti, Cernita 
Raionul Floresti, Chirilovca  
Raionul Floresti, Ciripcau  
Raionul Floresti, Ciutulesti  
Raionul Floresti, Cosernita 
Raionul Floresti, Cuhurestii de Sus 
Raionul Floresti, Cuhurestii de Jos 
Raionul Floresti, Cunicea 
Raionul Floresti, Domulgeni 
Raionul Floresti, Dumitreni 
